EvidenceID,CaseID,EvidenceType,Description,CollectedBy,CollectionDate,Status,EvidenceNumber,LocationFound,StorageLocation,CollectedOfficerID,ForensicLab,ForensicReport,ChainOfCustody,Photograph,Remarks
EVD02961,KSP/DIS016/2026/02961,Video Footage,Key forensic evidence collected for Drug Trafficking by Udupi Officer 6.,Udupi Officer 6,2026-10-22,Verified & Cataloged,EV-2026-2961,Udupi Town PS Crime Scene,Central Station Locker,OFF241,FSL Udupi,FSL-REPORT-2961,Intact Chain of Custody,evidence_2961.jpg,Indexed via AI OCR
EVD02962,KSP/DIS017/2026/02962,Digital Document,Key forensic evidence collected for Human Trafficking by Uttara Kannada (Karwar) Officer 7.,Uttara Kannada (Karwar) Officer 7,2026-11-23,Verified & Cataloged,EV-2026-2962,Uttara Kannada (Karwar) Central PS Crime Scene,Central Station Locker,OFF257,FSL Uttara Kannada (Karwar),FSL-REPORT-2962,Intact Chain of Custody,evidence_2962.jpg,Indexed via AI OCR
EVD02963,KSP/DIS018/2026/02963,Physical Weapon,Key forensic evidence collected for Gambling by Belagavi Officer 8.,Belagavi Officer 8,2026-12-24,Verified & Cataloged,EV-2026-2963,Belagavi Cyber Crime PS Crime Scene,Central Station Locker,OFF273,FSL Belagavi,FSL-REPORT-2963,Intact Chain of Custody,evidence_2963.jpg,Indexed via AI OCR
EVD02964,KSP/DIS019/2026/02964,Video Footage,Key forensic evidence collected for Wildlife Crime by Dharwad Officer 9.,Dharwad Officer 9,2026-01-25,Verified & Cataloged,EV-2026-2964,Dharwad Traffic PS Crime Scene,Central Station Locker,OFF289,FSL Dharwad,FSL-REPORT-2964,Intact Chain of Custody,evidence_2964.jpg,Indexed via AI OCR
EVD02965,KSP/DIS020/2026/02965,Digital Document,Key forensic evidence collected for Forest Crime by Hubballi City Officer 10.,Hubballi City Officer 10,2026-02-26,Verified & Cataloged,EV-2026-2965,Hubballi City Town PS Crime Scene,Central Station Locker,OFF305,FSL Hubballi City,FSL-REPORT-2965,Intact Chain of Custody,evidence_2965.jpg,Indexed via AI OCR
EVD02966,KSP/DIS021/2026/02966,Physical Weapon,Key forensic evidence collected for Terror Related Activity by Gadag Officer 11.,Gadag Officer 11,2026-03-27,Verified & Cataloged,EV-2026-2966,Gadag Central PS Crime Scene,Central Station Locker,OFF321,FSL Gadag,FSL-REPORT-2966,Intact Chain of Custody,evidence_2966.jpg,Indexed via AI OCR
EVD02967,KSP/DIS022/2026/02967,Video Footage,Key forensic evidence collected for Corruption by Haveri Officer 12.,Haveri Officer 12,2026-04-28,Verified & Cataloged,EV-2026-2967,Haveri Cyber Crime PS Crime Scene,Central Station Locker,OFF337,FSL Haveri,FSL-REPORT-2967,Intact Chain of Custody,evidence_2967.jpg,Indexed via AI OCR
EVD02968,KSP/DIS023/2026/02968,Digital Document,Key forensic evidence collected for Economic Offence by Vijayapura Officer 13.,Vijayapura Officer 13,2026-05-01,Verified & Cataloged,EV-2026-2968,Vijayapura Traffic PS Crime Scene,Central Station Locker,OFF353,FSL Vijayapura,FSL-REPORT-2968,Intact Chain of Custody,evidence_2968.jpg,Indexed via AI OCR
EVD02969,KSP/DIS024/2026/02969,Physical Weapon,Key forensic evidence collected for White Collar Crime by Bagalkote Officer 14.,Bagalkote Officer 14,2026-06-02,Verified & Cataloged,EV-2026-2969,Bagalkote Town PS Crime Scene,Central Station Locker,OFF369,FSL Bagalkote,FSL-REPORT-2969,Intact Chain of Custody,evidence_2969.jpg,Indexed via AI OCR
EVD02970,KSP/DIS025/2026/02970,Video Footage,Key forensic evidence collected for Smuggling by Kalaburagi Officer 15.,Kalaburagi Officer 15,2026-07-03,Verified & Cataloged,EV-2026-2970,Kalaburagi Central PS Crime Scene,Central Station Locker,OFF385,FSL Kalaburagi,FSL-REPORT-2970,Intact Chain of Custody,evidence_2970.jpg,Indexed via AI OCR
EVD02971,KSP/DIS026/2026/02971,Digital Document,Key forensic evidence collected for Extortion by Bidar Officer 1.,Bidar Officer 1,2026-08-04,Verified & Cataloged,EV-2026-2971,Bidar Cyber Crime PS Crime Scene,Central Station Locker,OFF386,FSL Bidar,FSL-REPORT-2971,Intact Chain of Custody,evidence_2971.jpg,Indexed via AI OCR
EVD02972,KSP/DIS027/2026/02972,Physical Weapon,Key forensic evidence collected for Blackmail by Raichur Officer 2.,Raichur Officer 2,2026-09-05,Verified & Cataloged,EV-2026-2972,Raichur Traffic PS Crime Scene,Central Station Locker,OFF402,FSL Raichur,FSL-REPORT-2972,Intact Chain of Custody,evidence_2972.jpg,Indexed via AI OCR
EVD02973,KSP/DIS028/2026/02973,Video Footage,Key forensic evidence collected for Counterfeit Currency by Koppal Officer 3.,Koppal Officer 3,2026-10-06,Verified & Cataloged,EV-2026-2973,Koppal Town PS Crime Scene,Central Station Locker,OFF418,FSL Koppal,FSL-REPORT-2973,Intact Chain of Custody,evidence_2973.jpg,Indexed via AI OCR
EVD02974,KSP/DIS029/2026/02974,Digital Document,Key forensic evidence collected for Fake Documents by Yadgir Officer 4.,Yadgir Officer 4,2026-11-07,Verified & Cataloged,EV-2026-2974,Yadgir Central PS Crime Scene,Central Station Locker,OFF434,FSL Yadgir,FSL-REPORT-2974,Intact Chain of Custody,evidence_2974.jpg,Indexed via AI OCR
EVD02975,KSP/DIS030/2026/02975,Physical Weapon,Key forensic evidence collected for Hit and Run by Ballari Officer 5.,Ballari Officer 5,2026-12-08,Verified & Cataloged,EV-2026-2975,Ballari Cyber Crime PS Crime Scene,Central Station Locker,OFF450,FSL Ballari,FSL-REPORT-2975,Intact Chain of Custody,evidence_2975.jpg,Indexed via AI OCR
EVD02976,KSP/DIS031/2026/02976,Video Footage,Key forensic evidence collected for Road Accident by Vijayanagara (Hospete) Officer 6.,Vijayanagara (Hospete) Officer 6,2026-01-09,Verified & Cataloged,EV-2026-2976,Vijayanagara (Hospete) Traffic PS Crime Scene,Central Station Locker,OFF466,FSL Vijayanagara (Hospete),FSL-REPORT-2976,Intact Chain of Custody,evidence_2976.jpg,Indexed via AI OCR
EVD02977,KSP/DIS001/2026/02977,Digital Document,Key forensic evidence collected for Fire Incident by Bengaluru Urban Officer 10.,Bengaluru Urban Officer 10,2026-02-10,Verified & Cataloged,EV-2026-2977,Indiranagar Police Station Crime Scene,Central Station Locker,OFF020,FSL Bengaluru Urban,FSL-REPORT-2977,Intact Chain of Custody,evidence_2977.jpg,Indexed via AI OCR
EVD02978,KSP/DIS002/2026/02978,Physical Weapon,Key forensic evidence collected for Unknown Dead Body by Bengaluru Rural Officer 8.,Bengaluru Rural Officer 8,2026-03-11,Verified & Cataloged,EV-2026-2978,Bengaluru Rural Central PS Crime Scene,Central Station Locker,OFF033,FSL Bengaluru Rural,FSL-REPORT-2978,Intact Chain of Custody,evidence_2978.jpg,Indexed via AI OCR
EVD02979,KSP/DIS003/2026/02979,Video Footage,Key forensic evidence collected for Suicide Investigation by Ramanagara Officer 9.,Ramanagara Officer 9,2026-04-12,Verified & Cataloged,EV-2026-2979,Ramanagara Cyber Crime PS Crime Scene,Central Station Locker,OFF049,FSL Ramanagara,FSL-REPORT-2979,Intact Chain of Custody,evidence_2979.jpg,Indexed via AI OCR
EVD02980,KSP/DIS004/2026/02980,Digital Document,Key forensic evidence collected for Property Disputes by Chikkaballapura Officer 10.,Chikkaballapura Officer 10,2026-05-13,Verified & Cataloged,EV-2026-2980,Chikkaballapura Traffic PS Crime Scene,Central Station Locker,OFF065,FSL Chikkaballapura,FSL-REPORT-2980,Intact Chain of Custody,evidence_2980.jpg,Indexed via AI OCR
EVD02981,KSP/DIS005/2026/02981,Physical Weapon,Key forensic evidence collected for Public Disturbance by Kolar Officer 11.,Kolar Officer 11,2026-06-14,Verified & Cataloged,EV-2026-2981,Kolar Town PS Crime Scene,Central Station Locker,OFF081,FSL Kolar,FSL-REPORT-2981,Intact Chain of Custody,evidence_2981.jpg,Indexed via AI OCR
EVD02982,KSP/DIS006/2026/02982,Video Footage,Key forensic evidence collected for Synthetic Drugs (MDMA) by Tumakuru Officer 12.,Tumakuru Officer 12,2026-07-15,Verified & Cataloged,EV-2026-2982,Tumakuru Central PS Crime Scene,Central Station Locker,OFF097,FSL Tumakuru,FSL-REPORT-2982,Intact Chain of Custody,evidence_2982.jpg,Indexed via AI OCR
EVD02983,KSP/DIS007/2026/02983,Digital Document,Key forensic evidence collected for Murder by Shivamogga Officer 13.,Shivamogga Officer 13,2026-08-16,Verified & Cataloged,EV-2026-2983,Shivamogga Cyber Crime PS Crime Scene,Central Station Locker,OFF113,FSL Shivamogga,FSL-REPORT-2983,Intact Chain of Custody,evidence_2983.jpg,Indexed via AI OCR
EVD02984,KSP/DIS008/2026/02984,Physical Weapon,Key forensic evidence collected for Attempt to Murder by Chitradurga Officer 14.,Chitradurga Officer 14,2026-09-17,Verified & Cataloged,EV-2026-2984,Chitradurga Traffic PS Crime Scene,Central Station Locker,OFF129,FSL Chitradurga,FSL-REPORT-2984,Intact Chain of Custody,evidence_2984.jpg,Indexed via AI OCR
EVD02985,KSP/DIS009/2026/02985,Video Footage,Key forensic evidence collected for Assault & Grievous Hurt by Davanagere Officer 15.,Davanagere Officer 15,2026-10-18,Verified & Cataloged,EV-2026-2985,Davanagere Town PS Crime Scene,Central Station Locker,OFF145,FSL Davanagere,FSL-REPORT-2985,Intact Chain of Custody,evidence_2985.jpg,Indexed via AI OCR
EVD02986,KSP/DIS010/2026/02986,Digital Document,Key forensic evidence collected for Kidnapping by Mysuru Officer 1.,Mysuru Officer 1,2026-11-19,Verified & Cataloged,EV-2026-2986,Mysuru Central PS Crime Scene,Central Station Locker,OFF146,FSL Mysuru,FSL-REPORT-2986,Intact Chain of Custody,evidence_2986.jpg,Indexed via AI OCR
EVD02987,KSP/DIS011/2026/02987,Physical Weapon,Key forensic evidence collected for Missing Person by Mandya Officer 2.,Mandya Officer 2,2026-12-20,Verified & Cataloged,EV-2026-2987,Mandya Cyber Crime PS Crime Scene,Central Station Locker,OFF162,FSL Mandya,FSL-REPORT-2987,Intact Chain of Custody,evidence_2987.jpg,Indexed via AI OCR
EVD02988,KSP/DIS012/2026/02988,Video Footage,Key forensic evidence collected for Theft by Hassan Officer 3.,Hassan Officer 3,2026-01-21,Verified & Cataloged,EV-2026-2988,Hassan Traffic PS Crime Scene,Central Station Locker,OFF178,FSL Hassan,FSL-REPORT-2988,Intact Chain of Custody,evidence_2988.jpg,Indexed via AI OCR
EVD02989,KSP/DIS013/2026/02989,Digital Document,Key forensic evidence collected for Vehicle Theft by Chamarajanagara Officer 4.,Chamarajanagara Officer 4,2026-02-22,Verified & Cataloged,EV-2026-2989,Chamarajanagara Town PS Crime Scene,Central Station Locker,OFF194,FSL Chamarajanagara,FSL-REPORT-2989,Intact Chain of Custody,evidence_2989.jpg,Indexed via AI OCR
EVD02990,KSP/DIS014/2026/02990,Physical Weapon,Key forensic evidence collected for Burglary by Kodagu Officer 5.,Kodagu Officer 5,2026-03-23,Verified & Cataloged,EV-2026-2990,Kodagu Central PS Crime Scene,Central Station Locker,OFF210,FSL Kodagu,FSL-REPORT-2990,Intact Chain of Custody,evidence_2990.jpg,Indexed via AI OCR
EVD02991,KSP/DIS015/2026/02991,Video Footage,Key forensic evidence collected for Robbery by Dakshina Kannada (Mangaluru) Officer 6.,Dakshina Kannada (Mangaluru) Officer 6,2026-04-24,Verified & Cataloged,EV-2026-2991,Dakshina Kannada (Mangaluru) Cyber Crime PS Crime Scene,Central Station Locker,OFF226,FSL Dakshina Kannada (Mangaluru),FSL-REPORT-2991,Intact Chain of Custody,evidence_2991.jpg,Indexed via AI OCR
EVD02992,KSP/DIS016/2026/02992,Digital Document,Key forensic evidence collected for Chain Snatching by Udupi Officer 7.,Udupi Officer 7,2026-05-25,Verified & Cataloged,EV-2026-2992,Udupi Traffic PS Crime Scene,Central Station Locker,OFF242,FSL Udupi,FSL-REPORT-2992,Intact Chain of Custody,evidence_2992.jpg,Indexed via AI OCR
EVD02993,KSP/DIS017/2026/02993,Physical Weapon,Key forensic evidence collected for Cyber Crime by Uttara Kannada (Karwar) Officer 8.,Uttara Kannada (Karwar) Officer 8,2026-06-26,Verified & Cataloged,EV-2026-2993,Uttara Kannada (Karwar) Town PS Crime Scene,Central Station Locker,OFF258,FSL Uttara Kannada (Karwar),FSL-REPORT-2993,Intact Chain of Custody,evidence_2993.jpg,Indexed via AI OCR
EVD02994,KSP/DIS018/2026/02994,Video Footage,Key forensic evidence collected for UPI Fraud by Belagavi Officer 9.,Belagavi Officer 9,2026-07-27,Verified & Cataloged,EV-2026-2994,Belagavi Central PS Crime Scene,Central Station Locker,OFF274,FSL Belagavi,FSL-REPORT-2994,Intact Chain of Custody,evidence_2994.jpg,Indexed via AI OCR
EVD02995,KSP/DIS019/2026/02995,Digital Document,Key forensic evidence collected for Online Banking Fraud by Dharwad Officer 10.,Dharwad Officer 10,2026-08-28,Verified & Cataloged,EV-2026-2995,Dharwad Cyber Crime PS Crime Scene,Central Station Locker,OFF290,FSL Dharwad,FSL-REPORT-2995,Intact Chain of Custody,evidence_2995.jpg,Indexed via AI OCR
EVD02996,KSP/DIS020/2026/02996,Physical Weapon,Key forensic evidence collected for Identity Theft by Hubballi City Officer 11.,Hubballi City Officer 11,2026-09-01,Verified & Cataloged,EV-2026-2996,Hubballi City Traffic PS Crime Scene,Central Station Locker,OFF306,FSL Hubballi City,FSL-REPORT-2996,Intact Chain of Custody,evidence_2996.jpg,Indexed via AI OCR
EVD02997,KSP/DIS021/2026/02997,Video Footage,Key forensic evidence collected for ATM Fraud by Gadag Officer 12.,Gadag Officer 12,2026-10-02,Verified & Cataloged,EV-2026-2997,Gadag Town PS Crime Scene,Central Station Locker,OFF322,FSL Gadag,FSL-REPORT-2997,Intact Chain of Custody,evidence_2997.jpg,Indexed via AI OCR
EVD02998,KSP/DIS022/2026/02998,Digital Document,Key forensic evidence collected for Rape by Haveri Officer 13.,Haveri Officer 13,2026-11-03,Verified & Cataloged,EV-2026-2998,Haveri Central PS Crime Scene,Central Station Locker,OFF338,FSL Haveri,FSL-REPORT-2998,Intact Chain of Custody,evidence_2998.jpg,Indexed via AI OCR
EVD02999,KSP/DIS023/2026/02999,Physical Weapon,Key forensic evidence collected for Sexual Assault by Vijayapura Officer 14.,Vijayapura Officer 14,2026-12-04,Verified & Cataloged,EV-2026-2999,Vijayapura Cyber Crime PS Crime Scene,Central Station Locker,OFF354,FSL Vijayapura,FSL-REPORT-2999,Intact Chain of Custody,evidence_2999.jpg,Indexed via AI OCR
EVD03000,KSP/DIS024/2026/03000,Video Footage,Key forensic evidence collected for POCSO by Bagalkote Officer 15.,Bagalkote Officer 15,2026-01-05,Verified & Cataloged,EV-2026-3000,Bagalkote Traffic PS Crime Scene,Central Station Locker,OFF370,FSL Bagalkote,FSL-REPORT-3000,Intact Chain of Custody,evidence_3000.jpg,Indexed via AI OCR
EVD03001,KSP/DIS025/2026/03001,Digital Document,Key forensic evidence collected for Domestic Violence by Kalaburagi Officer 1.,Kalaburagi Officer 1,2026-02-06,Verified & Cataloged,EV-2026-3001,Kalaburagi Town PS Crime Scene,Central Station Locker,OFF371,FSL Kalaburagi,FSL-REPORT-3001,Intact Chain of Custody,evidence_3001.jpg,Indexed via AI OCR
EVD03002,KSP/DIS026/2026/03002,Physical Weapon,Key forensic evidence collected for Illegal Weapons by Bidar Officer 2.,Bidar Officer 2,2026-03-07,Verified & Cataloged,EV-2026-3002,Bidar Central PS Crime Scene,Central Station Locker,OFF387,FSL Bidar,FSL-REPORT-3002,Intact Chain of Custody,evidence_3002.jpg,Indexed via AI OCR
EVD03003,KSP/DIS027/2026/03003,Video Footage,Key forensic evidence collected for Drug Trafficking by Raichur Officer 3.,Raichur Officer 3,2026-04-08,Verified & Cataloged,EV-2026-3003,Raichur Cyber Crime PS Crime Scene,Central Station Locker,OFF403,FSL Raichur,FSL-REPORT-3003,Intact Chain of Custody,evidence_3003.jpg,Indexed via AI OCR
EVD03004,KSP/DIS028/2026/03004,Digital Document,Key forensic evidence collected for Human Trafficking by Koppal Officer 4.,Koppal Officer 4,2026-05-09,Verified & Cataloged,EV-2026-3004,Koppal Traffic PS Crime Scene,Central Station Locker,OFF419,FSL Koppal,FSL-REPORT-3004,Intact Chain of Custody,evidence_3004.jpg,Indexed via AI OCR
EVD03005,KSP/DIS029/2026/03005,Physical Weapon,Key forensic evidence collected for Gambling by Yadgir Officer 5.,Yadgir Officer 5,2026-06-10,Verified & Cataloged,EV-2026-3005,Yadgir Town PS Crime Scene,Central Station Locker,OFF435,FSL Yadgir,FSL-REPORT-3005,Intact Chain of Custody,evidence_3005.jpg,Indexed via AI OCR
EVD03006,KSP/DIS030/2026/03006,Video Footage,Key forensic evidence collected for Wildlife Crime by Ballari Officer 6.,Ballari Officer 6,2026-07-11,Verified & Cataloged,EV-2026-3006,Ballari Central PS Crime Scene,Central Station Locker,OFF451,FSL Ballari,FSL-REPORT-3006,Intact Chain of Custody,evidence_3006.jpg,Indexed via AI OCR
EVD03007,KSP/DIS031/2026/03007,Digital Document,Key forensic evidence collected for Forest Crime by Vijayanagara (Hospete) Officer 7.,Vijayanagara (Hospete) Officer 7,2026-08-12,Verified & Cataloged,EV-2026-3007,Vijayanagara (Hospete) Cyber Crime PS Crime Scene,Central Station Locker,OFF467,FSL Vijayanagara (Hospete),FSL-REPORT-3007,Intact Chain of Custody,evidence_3007.jpg,Indexed via AI OCR
EVD03008,KSP/DIS001/2026/03008,Physical Weapon,Key forensic evidence collected for Terror Related Activity by Suresh Patil.,Suresh Patil,2026-09-13,Verified & Cataloged,EV-2026-3008,Bengaluru Urban Central PS Crime Scene,Central Station Locker,OFF005,FSL Bengaluru Urban,FSL-REPORT-3008,Intact Chain of Custody,evidence_3008.jpg,Indexed via AI OCR
EVD03009,KSP/DIS002/2026/03009,Video Footage,Key forensic evidence collected for Corruption by Bengaluru Rural Officer 9.,Bengaluru Rural Officer 9,2026-10-14,Verified & Cataloged,EV-2026-3009,Bengaluru Rural Town PS Crime Scene,Central Station Locker,OFF034,FSL Bengaluru Rural,FSL-REPORT-3009,Intact Chain of Custody,evidence_3009.jpg,Indexed via AI OCR
EVD03010,KSP/DIS003/2026/03010,Digital Document,Key forensic evidence collected for Economic Offence by Ramanagara Officer 10.,Ramanagara Officer 10,2026-11-15,Verified & Cataloged,EV-2026-3010,Ramanagara Central PS Crime Scene,Central Station Locker,OFF050,FSL Ramanagara,FSL-REPORT-3010,Intact Chain of Custody,evidence_3010.jpg,Indexed via AI OCR
EVD03011,KSP/DIS004/2026/03011,Physical Weapon,Key forensic evidence collected for White Collar Crime by Chikkaballapura Officer 11.,Chikkaballapura Officer 11,2026-12-16,Verified & Cataloged,EV-2026-3011,Chikkaballapura Cyber Crime PS Crime Scene,Central Station Locker,OFF066,FSL Chikkaballapura,FSL-REPORT-3011,Intact Chain of Custody,evidence_3011.jpg,Indexed via AI OCR
EVD03012,KSP/DIS005/2026/03012,Video Footage,Key forensic evidence collected for Smuggling by Kolar Officer 12.,Kolar Officer 12,2026-01-17,Verified & Cataloged,EV-2026-3012,Kolar Traffic PS Crime Scene,Central Station Locker,OFF082,FSL Kolar,FSL-REPORT-3012,Intact Chain of Custody,evidence_3012.jpg,Indexed via AI OCR
EVD03013,KSP/DIS006/2026/03013,Digital Document,Key forensic evidence collected for Extortion by Tumakuru Officer 13.,Tumakuru Officer 13,2026-02-18,Verified & Cataloged,EV-2026-3013,Tumakuru Town PS Crime Scene,Central Station Locker,OFF098,FSL Tumakuru,FSL-REPORT-3013,Intact Chain of Custody,evidence_3013.jpg,Indexed via AI OCR
EVD03014,KSP/DIS007/2026/03014,Physical Weapon,Key forensic evidence collected for Blackmail by Shivamogga Officer 14.,Shivamogga Officer 14,2026-03-19,Verified & Cataloged,EV-2026-3014,Shivamogga Central PS Crime Scene,Central Station Locker,OFF114,FSL Shivamogga,FSL-REPORT-3014,Intact Chain of Custody,evidence_3014.jpg,Indexed via AI OCR
EVD03015,KSP/DIS008/2026/03015,Video Footage,Key forensic evidence collected for Counterfeit Currency by Chitradurga Officer 15.,Chitradurga Officer 15,2026-04-20,Verified & Cataloged,EV-2026-3015,Chitradurga Cyber Crime PS Crime Scene,Central Station Locker,OFF130,FSL Chitradurga,FSL-REPORT-3015,Intact Chain of Custody,evidence_3015.jpg,Indexed via AI OCR
EVD03016,KSP/DIS009/2026/03016,Digital Document,Key forensic evidence collected for Fake Documents by Davanagere Officer 1.,Davanagere Officer 1,2026-05-21,Verified & Cataloged,EV-2026-3016,Davanagere Traffic PS Crime Scene,Central Station Locker,OFF131,FSL Davanagere,FSL-REPORT-3016,Intact Chain of Custody,evidence_3016.jpg,Indexed via AI OCR
EVD03017,KSP/DIS010/2026/03017,Physical Weapon,Key forensic evidence collected for Hit and Run by Mysuru Officer 2.,Mysuru Officer 2,2026-06-22,Verified & Cataloged,EV-2026-3017,Mysuru Town PS Crime Scene,Central Station Locker,OFF147,FSL Mysuru,FSL-REPORT-3017,Intact Chain of Custody,evidence_3017.jpg,Indexed via AI OCR
EVD03018,KSP/DIS011/2026/03018,Video Footage,Key forensic evidence collected for Road Accident by Mandya Officer 3.,Mandya Officer 3,2026-07-23,Verified & Cataloged,EV-2026-3018,Mandya Central PS Crime Scene,Central Station Locker,OFF163,FSL Mandya,FSL-REPORT-3018,Intact Chain of Custody,evidence_3018.jpg,Indexed via AI OCR
EVD03019,KSP/DIS012/2026/03019,Digital Document,Key forensic evidence collected for Fire Incident by Hassan Officer 4.,Hassan Officer 4,2026-08-24,Verified & Cataloged,EV-2026-3019,Hassan Cyber Crime PS Crime Scene,Central Station Locker,OFF179,FSL Hassan,FSL-REPORT-3019,Intact Chain of Custody,evidence_3019.jpg,Indexed via AI OCR
EVD03020,KSP/DIS013/2026/03020,Physical Weapon,Key forensic evidence collected for Unknown Dead Body by Chamarajanagara Officer 5.,Chamarajanagara Officer 5,2026-09-25,Verified & Cataloged,EV-2026-3020,Chamarajanagara Traffic PS Crime Scene,Central Station Locker,OFF195,FSL Chamarajanagara,FSL-REPORT-3020,Intact Chain of Custody,evidence_3020.jpg,Indexed via AI OCR
EVD03021,KSP/DIS014/2026/03021,Video Footage,Key forensic evidence collected for Suicide Investigation by Kodagu Officer 6.,Kodagu Officer 6,2026-10-26,Verified & Cataloged,EV-2026-3021,Kodagu Town PS Crime Scene,Central Station Locker,OFF211,FSL Kodagu,FSL-REPORT-3021,Intact Chain of Custody,evidence_3021.jpg,Indexed via AI OCR
EVD03022,KSP/DIS015/2026/03022,Digital Document,Key forensic evidence collected for Property Disputes by Dakshina Kannada (Mangaluru) Officer 7.,Dakshina Kannada (Mangaluru) Officer 7,2026-11-27,Verified & Cataloged,EV-2026-3022,Dakshina Kannada (Mangaluru) Central PS Crime Scene,Central Station Locker,OFF227,FSL Dakshina Kannada (Mangaluru),FSL-REPORT-3022,Intact Chain of Custody,evidence_3022.jpg,Indexed via AI OCR
EVD03023,KSP/DIS016/2026/03023,Physical Weapon,Key forensic evidence collected for Public Disturbance by Udupi Officer 8.,Udupi Officer 8,2026-12-28,Verified & Cataloged,EV-2026-3023,Udupi Cyber Crime PS Crime Scene,Central Station Locker,OFF243,FSL Udupi,FSL-REPORT-3023,Intact Chain of Custody,evidence_3023.jpg,Indexed via AI OCR
EVD03024,KSP/DIS017/2026/03024,Video Footage,Key forensic evidence collected for Synthetic Drugs (MDMA) by Uttara Kannada (Karwar) Officer 9.,Uttara Kannada (Karwar) Officer 9,2026-01-01,Verified & Cataloged,EV-2026-3024,Uttara Kannada (Karwar) Traffic PS Crime Scene,Central Station Locker,OFF259,FSL Uttara Kannada (Karwar),FSL-REPORT-3024,Intact Chain of Custody,evidence_3024.jpg,Indexed via AI OCR
EVD03025,KSP/DIS018/2026/03025,Digital Document,Key forensic evidence collected for Murder by Belagavi Officer 10.,Belagavi Officer 10,2026-02-02,Verified & Cataloged,EV-2026-3025,Belagavi Town PS Crime Scene,Central Station Locker,OFF275,FSL Belagavi,FSL-REPORT-3025,Intact Chain of Custody,evidence_3025.jpg,Indexed via AI OCR
EVD03026,KSP/DIS019/2026/03026,Physical Weapon,Key forensic evidence collected for Attempt to Murder by Dharwad Officer 11.,Dharwad Officer 11,2026-03-03,Verified & Cataloged,EV-2026-3026,Dharwad Central PS Crime Scene,Central Station Locker,OFF291,FSL Dharwad,FSL-REPORT-3026,Intact Chain of Custody,evidence_3026.jpg,Indexed via AI OCR
EVD03027,KSP/DIS020/2026/03027,Video Footage,Key forensic evidence collected for Assault & Grievous Hurt by Hubballi City Officer 12.,Hubballi City Officer 12,2026-04-04,Verified & Cataloged,EV-2026-3027,Hubballi City Cyber Crime PS Crime Scene,Central Station Locker,OFF307,FSL Hubballi City,FSL-REPORT-3027,Intact Chain of Custody,evidence_3027.jpg,Indexed via AI OCR
EVD03028,KSP/DIS021/2026/03028,Digital Document,Key forensic evidence collected for Kidnapping by Gadag Officer 13.,Gadag Officer 13,2026-05-05,Verified & Cataloged,EV-2026-3028,Gadag Traffic PS Crime Scene,Central Station Locker,OFF323,FSL Gadag,FSL-REPORT-3028,Intact Chain of Custody,evidence_3028.jpg,Indexed via AI OCR
EVD03029,KSP/DIS022/2026/03029,Physical Weapon,Key forensic evidence collected for Missing Person by Haveri Officer 14.,Haveri Officer 14,2026-06-06,Verified & Cataloged,EV-2026-3029,Haveri Town PS Crime Scene,Central Station Locker,OFF339,FSL Haveri,FSL-REPORT-3029,Intact Chain of Custody,evidence_3029.jpg,Indexed via AI OCR
EVD03030,KSP/DIS023/2026/03030,Video Footage,Key forensic evidence collected for Theft by Vijayapura Officer 15.,Vijayapura Officer 15,2026-07-07,Verified & Cataloged,EV-2026-3030,Vijayapura Central PS Crime Scene,Central Station Locker,OFF355,FSL Vijayapura,FSL-REPORT-3030,Intact Chain of Custody,evidence_3030.jpg,Indexed via AI OCR
EVD03031,KSP/DIS024/2026/03031,Digital Document,Key forensic evidence collected for Vehicle Theft by Bagalkote Officer 1.,Bagalkote Officer 1,2026-08-08,Verified & Cataloged,EV-2026-3031,Bagalkote Cyber Crime PS Crime Scene,Central Station Locker,OFF356,FSL Bagalkote,FSL-REPORT-3031,Intact Chain of Custody,evidence_3031.jpg,Indexed via AI OCR
EVD03032,KSP/DIS025/2026/03032,Physical Weapon,Key forensic evidence collected for Burglary by Kalaburagi Officer 2.,Kalaburagi Officer 2,2026-09-09,Verified & Cataloged,EV-2026-3032,Kalaburagi Traffic PS Crime Scene,Central Station Locker,OFF372,FSL Kalaburagi,FSL-REPORT-3032,Intact Chain of Custody,evidence_3032.jpg,Indexed via AI OCR
EVD03033,KSP/DIS026/2026/03033,Video Footage,Key forensic evidence collected for Robbery by Bidar Officer 3.,Bidar Officer 3,2026-10-10,Verified & Cataloged,EV-2026-3033,Bidar Town PS Crime Scene,Central Station Locker,OFF388,FSL Bidar,FSL-REPORT-3033,Intact Chain of Custody,evidence_3033.jpg,Indexed via AI OCR
EVD03034,KSP/DIS027/2026/03034,Digital Document,Key forensic evidence collected for Chain Snatching by Raichur Officer 4.,Raichur Officer 4,2026-11-11,Verified & Cataloged,EV-2026-3034,Raichur Central PS Crime Scene,Central Station Locker,OFF404,FSL Raichur,FSL-REPORT-3034,Intact Chain of Custody,evidence_3034.jpg,Indexed via AI OCR
EVD03035,KSP/DIS028/2026/03035,Physical Weapon,Key forensic evidence collected for Cyber Crime by Koppal Officer 5.,Koppal Officer 5,2026-12-12,Verified & Cataloged,EV-2026-3035,Koppal Cyber Crime PS Crime Scene,Central Station Locker,OFF420,FSL Koppal,FSL-REPORT-3035,Intact Chain of Custody,evidence_3035.jpg,Indexed via AI OCR
