AIAnalysisID,CaseID,CrimePattern,SuspectPrediction,RiskScore,MOType,HotspotLocation,AnalysisDate,Recommendation
AI02266,KSP/DIS003/2026/02266,Public Disturbance & Miscellaneous Pattern Cluster #7,No prior criminal record detected,61,Property Disputes,Ramanagara Sector 3,2026-11-27,Deploy Hoysala patrol unit to Ramanagara Central PS and monitor CCTV feeds.
AI02267,KSP/DIS004/2026/02267,Public Disturbance & Miscellaneous Pattern Cluster #8,No prior criminal record detected,62,Public Disturbance,Chikkaballapura Sector 4,2026-12-28,Deploy Hoysala patrol unit to Chikkaballapura Cyber Crime PS and monitor CCTV feeds.
AI02268,KSP/DIS005/2026/02268,Narcotics & Contraband Pattern Cluster #9,High match with repeat offender Vikas Kumar,63,Synthetic Drugs (MDMA),Kolar Sector 5,2026-01-01,Deploy Hoysala patrol unit to Kolar Traffic PS and monitor CCTV feeds.
AI02269,KSP/DIS006/2026/02269,Violent Crime Pattern Cluster #10,No prior criminal record detected,64,Murder,Tumakuru Sector 6,2026-02-02,Deploy Hoysala patrol unit to Tumakuru Town PS and monitor CCTV feeds.
AI02270,KSP/DIS007/2026/02270,Violent Crime Pattern Cluster #11,No prior criminal record detected,65,Attempt to Murder,Shivamogga Sector 7,2026-03-03,Deploy Hoysala patrol unit to Shivamogga Central PS and monitor CCTV feeds.
AI02271,KSP/DIS008/2026/02271,Violent Crime Pattern Cluster #12,No prior criminal record detected,66,Assault & Grievous Hurt,Chitradurga Sector 8,2026-04-04,Deploy Hoysala patrol unit to Chitradurga Cyber Crime PS and monitor CCTV feeds.
AI02272,KSP/DIS009/2026/02272,Violent Crime Pattern Cluster #13,High match with repeat offender Rohan Verma,67,Kidnapping,Davanagere Sector 1,2026-05-05,Deploy Hoysala patrol unit to Davanagere Traffic PS and monitor CCTV feeds.
AI02273,KSP/DIS010/2026/02273,Violent Crime Pattern Cluster #14,No prior criminal record detected,68,Missing Person,Mysuru Sector 2,2026-06-06,Deploy Hoysala patrol unit to Mysuru Town PS and monitor CCTV feeds.
AI02274,KSP/DIS011/2026/02274,Property Crime Pattern Cluster #15,No prior criminal record detected,69,Theft,Mandya Sector 3,2026-07-07,Deploy Hoysala patrol unit to Mandya Central PS and monitor CCTV feeds.
AI02275,KSP/DIS012/2026/02275,Vehicle Theft Pattern Cluster #16,No prior criminal record detected,70,Vehicle Theft,Hassan Sector 4,2026-08-08,Deploy Hoysala patrol unit to Hassan Cyber Crime PS and monitor CCTV feeds.
AI02276,KSP/DIS013/2026/02276,Property Crime Pattern Cluster #17,High match with repeat offender Santosh Kulkarni,71,Burglary,Chamarajanagara Sector 5,2026-09-09,Deploy Hoysala patrol unit to Chamarajanagara Traffic PS and monitor CCTV feeds.
AI02277,KSP/DIS014/2026/02277,Property Crime Pattern Cluster #18,No prior criminal record detected,72,Robbery,Kodagu Sector 6,2026-10-10,Deploy Hoysala patrol unit to Kodagu Town PS and monitor CCTV feeds.
AI02278,KSP/DIS015/2026/02278,Property Crime Pattern Cluster #19,No prior criminal record detected,73,Chain Snatching,Dakshina Kannada (Mangaluru) Sector 7,2026-11-11,Deploy Hoysala patrol unit to Dakshina Kannada (Mangaluru) Central PS and monitor CCTV feeds.
AI02279,KSP/DIS016/2026/02279,Cyber Crime & Online Fraud Pattern Cluster #20,No prior criminal record detected,74,Cyber Crime,Udupi Sector 8,2026-12-12,Deploy Hoysala patrol unit to Udupi Cyber Crime PS and monitor CCTV feeds.
AI02280,KSP/DIS017/2026/02280,Cyber Crime & Online Fraud Pattern Cluster #1,High match with repeat offender Manjunath Deshmukh,75,UPI Fraud,Uttara Kannada (Karwar) Sector 1,2026-01-13,Deploy Hoysala patrol unit to Uttara Kannada (Karwar) Traffic PS and monitor CCTV feeds.
AI02281,KSP/DIS018/2026/02281,Cyber Crime & Online Fraud Pattern Cluster #2,No prior criminal record detected,76,Online Banking Fraud,Belagavi Sector 2,2026-02-14,Deploy Hoysala patrol unit to Belagavi Town PS and monitor CCTV feeds.
AI02282,KSP/DIS019/2026/02282,Cyber Crime & Online Fraud Pattern Cluster #3,No prior criminal record detected,77,Identity Theft,Dharwad Sector 3,2026-03-15,Deploy Hoysala patrol unit to Dharwad Central PS and monitor CCTV feeds.
AI02283,KSP/DIS020/2026/02283,Cyber Crime & Online Fraud Pattern Cluster #4,No prior criminal record detected,78,ATM Fraud,Hubballi City Sector 4,2026-04-16,Deploy Hoysala patrol unit to Hubballi City Cyber Crime PS and monitor CCTV feeds.
AI02284,KSP/DIS021/2026/02284,Crime Against Women & Children Pattern Cluster #5,High match with repeat offender Praveen Gowda,79,Rape,Gadag Sector 5,2026-05-17,Deploy Hoysala patrol unit to Gadag Traffic PS and monitor CCTV feeds.
AI02285,KSP/DIS022/2026/02285,Crime Against Women & Children Pattern Cluster #6,No prior criminal record detected,80,Sexual Assault,Haveri Sector 6,2026-06-18,Deploy Hoysala patrol unit to Haveri Town PS and monitor CCTV feeds.
AI02286,KSP/DIS023/2026/02286,Crime Against Women & Children Pattern Cluster #7,No prior criminal record detected,81,POCSO,Vijayapura Sector 7,2026-07-19,Deploy Hoysala patrol unit to Vijayapura Central PS and monitor CCTV feeds.
AI02287,KSP/DIS024/2026/02287,Crime Against Women & Children Pattern Cluster #8,No prior criminal record detected,82,Domestic Violence,Bagalkote Sector 8,2026-08-20,Deploy Hoysala patrol unit to Bagalkote Cyber Crime PS and monitor CCTV feeds.
AI02288,KSP/DIS025/2026/02288,Organized Crime & Extortion Pattern Cluster #9,High match with repeat offender Vikas Sharma,83,Illegal Weapons,Kalaburagi Sector 1,2026-09-21,Deploy Hoysala patrol unit to Kalaburagi Traffic PS and monitor CCTV feeds.
AI02289,KSP/DIS026/2026/02289,Narcotics & Contraband Pattern Cluster #10,No prior criminal record detected,84,Drug Trafficking,Bidar Sector 2,2026-10-22,Deploy Hoysala patrol unit to Bidar Town PS and monitor CCTV feeds.
AI02290,KSP/DIS027/2026/02290,Organized Crime & Extortion Pattern Cluster #11,No prior criminal record detected,85,Human Trafficking,Raichur Sector 3,2026-11-23,Deploy Hoysala patrol unit to Raichur Central PS and monitor CCTV feeds.
AI02291,KSP/DIS028/2026/02291,Public Disturbance & Miscellaneous Pattern Cluster #12,No prior criminal record detected,86,Gambling,Koppal Sector 4,2026-12-24,Deploy Hoysala patrol unit to Koppal Cyber Crime PS and monitor CCTV feeds.
AI02292,KSP/DIS029/2026/02292,Environmental & Forest Crime Pattern Cluster #13,High match with repeat offender Rohan Khan,87,Wildlife Crime,Yadgir Sector 5,2026-01-25,Deploy Hoysala patrol unit to Yadgir Traffic PS and monitor CCTV feeds.
AI02293,KSP/DIS030/2026/02293,Environmental & Forest Crime Pattern Cluster #14,No prior criminal record detected,88,Forest Crime,Ballari Sector 6,2026-02-26,Deploy Hoysala patrol unit to Ballari Town PS and monitor CCTV feeds.
AI02294,KSP/DIS031/2026/02294,Terror & National Security Pattern Cluster #15,No prior criminal record detected,89,Terror Related Activity,Vijayanagara (Hospete) Sector 7,2026-03-27,Deploy Hoysala patrol unit to Vijayanagara (Hospete) Central PS and monitor CCTV feeds.
AI02295,KSP/DIS001/2026/02295,Economic & White Collar Offence Pattern Cluster #16,No prior criminal record detected,90,Corruption,Bengaluru Urban Sector 8,2026-04-28,Deploy Hoysala patrol unit to Jayanagar Police Station and monitor CCTV feeds.
AI02296,KSP/DIS002/2026/02296,Economic & White Collar Offence Pattern Cluster #17,High match with repeat offender Santosh Shetty,91,Economic Offence,Bengaluru Rural Sector 1,2026-05-01,Deploy Hoysala patrol unit to Bengaluru Rural Traffic PS and monitor CCTV feeds.
AI02297,KSP/DIS003/2026/02297,Economic & White Collar Offence Pattern Cluster #18,No prior criminal record detected,92,White Collar Crime,Ramanagara Sector 2,2026-06-02,Deploy Hoysala patrol unit to Ramanagara Town PS and monitor CCTV feeds.
AI02298,KSP/DIS004/2026/02298,Organized Crime & Extortion Pattern Cluster #19,No prior criminal record detected,93,Smuggling,Chikkaballapura Sector 3,2026-07-03,Deploy Hoysala patrol unit to Chikkaballapura Central PS and monitor CCTV feeds.
AI02299,KSP/DIS005/2026/02299,Organized Crime & Extortion Pattern Cluster #20,No prior criminal record detected,94,Extortion,Kolar Sector 4,2026-08-04,Deploy Hoysala patrol unit to Kolar Cyber Crime PS and monitor CCTV feeds.
AI02300,KSP/DIS006/2026/02300,Organized Crime & Extortion Pattern Cluster #1,High match with repeat offender Manjunath Naik,45,Blackmail,Tumakuru Sector 5,2026-09-05,Deploy Hoysala patrol unit to Tumakuru Traffic PS and monitor CCTV feeds.
AI02301,KSP/DIS007/2026/02301,Economic & White Collar Offence Pattern Cluster #2,No prior criminal record detected,46,Counterfeit Currency,Shivamogga Sector 6,2026-10-06,Deploy Hoysala patrol unit to Shivamogga Town PS and monitor CCTV feeds.
AI02302,KSP/DIS008/2026/02302,Economic & White Collar Offence Pattern Cluster #3,No prior criminal record detected,47,Fake Documents,Chitradurga Sector 7,2026-11-07,Deploy Hoysala patrol unit to Chitradurga Central PS and monitor CCTV feeds.
AI02303,KSP/DIS009/2026/02303,Traffic & Road Incident Pattern Cluster #4,No prior criminal record detected,48,Hit and Run,Davanagere Sector 8,2026-12-08,Deploy Hoysala patrol unit to Davanagere Cyber Crime PS and monitor CCTV feeds.
AI02304,KSP/DIS010/2026/02304,Traffic & Road Incident Pattern Cluster #5,High match with repeat offender Praveen Kumar,49,Road Accident,Mysuru Sector 1,2026-01-09,Deploy Hoysala patrol unit to Mysuru Traffic PS and monitor CCTV feeds.
AI02305,KSP/DIS011/2026/02305,Public Disturbance & Miscellaneous Pattern Cluster #6,No prior criminal record detected,50,Fire Incident,Mandya Sector 2,2026-02-10,Deploy Hoysala patrol unit to Mandya Town PS and monitor CCTV feeds.
AI02306,KSP/DIS012/2026/02306,Public Disturbance & Miscellaneous Pattern Cluster #7,No prior criminal record detected,51,Unknown Dead Body,Hassan Sector 3,2026-03-11,Deploy Hoysala patrol unit to Hassan Central PS and monitor CCTV feeds.
AI02307,KSP/DIS013/2026/02307,Public Disturbance & Miscellaneous Pattern Cluster #8,No prior criminal record detected,52,Suicide Investigation,Chamarajanagara Sector 4,2026-04-12,Deploy Hoysala patrol unit to Chamarajanagara Cyber Crime PS and monitor CCTV feeds.
AI02308,KSP/DIS014/2026/02308,Public Disturbance & Miscellaneous Pattern Cluster #9,High match with repeat offender Vikas Verma,53,Property Disputes,Kodagu Sector 5,2026-05-13,Deploy Hoysala patrol unit to Kodagu Traffic PS and monitor CCTV feeds.
AI02309,KSP/DIS015/2026/02309,Public Disturbance & Miscellaneous Pattern Cluster #10,No prior criminal record detected,54,Public Disturbance,Dakshina Kannada (Mangaluru) Sector 6,2026-06-14,Deploy Hoysala patrol unit to Dakshina Kannada (Mangaluru) Town PS and monitor CCTV feeds.
AI02310,KSP/DIS016/2026/02310,Narcotics & Contraband Pattern Cluster #11,No prior criminal record detected,55,Synthetic Drugs (MDMA),Udupi Sector 7,2026-07-15,Deploy Hoysala patrol unit to Udupi Central PS and monitor CCTV feeds.
AI02311,KSP/DIS017/2026/02311,Violent Crime Pattern Cluster #12,No prior criminal record detected,56,Murder,Uttara Kannada (Karwar) Sector 8,2026-08-16,Deploy Hoysala patrol unit to Uttara Kannada (Karwar) Cyber Crime PS and monitor CCTV feeds.
AI02312,KSP/DIS018/2026/02312,Violent Crime Pattern Cluster #13,High match with repeat offender Rohan Kulkarni,57,Attempt to Murder,Belagavi Sector 1,2026-09-17,Deploy Hoysala patrol unit to Belagavi Traffic PS and monitor CCTV feeds.
AI02313,KSP/DIS019/2026/02313,Violent Crime Pattern Cluster #14,No prior criminal record detected,58,Assault & Grievous Hurt,Dharwad Sector 2,2026-10-18,Deploy Hoysala patrol unit to Dharwad Town PS and monitor CCTV feeds.
AI02314,KSP/DIS020/2026/02314,Violent Crime Pattern Cluster #15,No prior criminal record detected,59,Kidnapping,Hubballi City Sector 3,2026-11-19,Deploy Hoysala patrol unit to Hubballi City Central PS and monitor CCTV feeds.
AI02315,KSP/DIS021/2026/02315,Violent Crime Pattern Cluster #16,No prior criminal record detected,60,Missing Person,Gadag Sector 4,2026-12-20,Deploy Hoysala patrol unit to Gadag Cyber Crime PS and monitor CCTV feeds.
AI02316,KSP/DIS022/2026/02316,Property Crime Pattern Cluster #17,High match with repeat offender Santosh Deshmukh,61,Theft,Haveri Sector 5,2026-01-21,Deploy Hoysala patrol unit to Haveri Traffic PS and monitor CCTV feeds.
AI02317,KSP/DIS023/2026/02317,Vehicle Theft Pattern Cluster #18,No prior criminal record detected,62,Vehicle Theft,Vijayapura Sector 6,2026-02-22,Deploy Hoysala patrol unit to Vijayapura Town PS and monitor CCTV feeds.
AI02318,KSP/DIS024/2026/02318,Property Crime Pattern Cluster #19,No prior criminal record detected,63,Burglary,Bagalkote Sector 7,2026-03-23,Deploy Hoysala patrol unit to Bagalkote Central PS and monitor CCTV feeds.
AI02319,KSP/DIS025/2026/02319,Property Crime Pattern Cluster #20,No prior criminal record detected,64,Robbery,Kalaburagi Sector 8,2026-04-24,Deploy Hoysala patrol unit to Kalaburagi Cyber Crime PS and monitor CCTV feeds.
AI02320,KSP/DIS026/2026/02320,Property Crime Pattern Cluster #1,High match with repeat offender Manjunath Gowda,65,Chain Snatching,Bidar Sector 1,2026-05-25,Deploy Hoysala patrol unit to Bidar Traffic PS and monitor CCTV feeds.
AI02321,KSP/DIS027/2026/02321,Cyber Crime & Online Fraud Pattern Cluster #2,No prior criminal record detected,66,Cyber Crime,Raichur Sector 2,2026-06-26,Deploy Hoysala patrol unit to Raichur Town PS and monitor CCTV feeds.
AI02322,KSP/DIS028/2026/02322,Cyber Crime & Online Fraud Pattern Cluster #3,No prior criminal record detected,67,UPI Fraud,Koppal Sector 3,2026-07-27,Deploy Hoysala patrol unit to Koppal Central PS and monitor CCTV feeds.
AI02323,KSP/DIS029/2026/02323,Cyber Crime & Online Fraud Pattern Cluster #4,No prior criminal record detected,68,Online Banking Fraud,Yadgir Sector 4,2026-08-28,Deploy Hoysala patrol unit to Yadgir Cyber Crime PS and monitor CCTV feeds.
AI02324,KSP/DIS030/2026/02324,Cyber Crime & Online Fraud Pattern Cluster #5,High match with repeat offender Praveen Sharma,69,Identity Theft,Ballari Sector 5,2026-09-01,Deploy Hoysala patrol unit to Ballari Traffic PS and monitor CCTV feeds.
AI02325,KSP/DIS031/2026/02325,Cyber Crime & Online Fraud Pattern Cluster #6,No prior criminal record detected,70,ATM Fraud,Vijayanagara (Hospete) Sector 6,2026-10-02,Deploy Hoysala patrol unit to Vijayanagara (Hospete) Town PS and monitor CCTV feeds.
AI02326,KSP/DIS001/2026/02326,Crime Against Women & Children Pattern Cluster #7,No prior criminal record detected,71,Rape,Bengaluru Urban Sector 7,2026-11-03,Deploy Hoysala patrol unit to Bengaluru Urban Traffic PS and monitor CCTV feeds.
AI02327,KSP/DIS002/2026/02327,Crime Against Women & Children Pattern Cluster #8,No prior criminal record detected,72,Sexual Assault,Bengaluru Rural Sector 8,2026-12-04,Deploy Hoysala patrol unit to Bengaluru Rural Cyber Crime PS and monitor CCTV feeds.
AI02328,KSP/DIS003/2026/02328,Crime Against Women & Children Pattern Cluster #9,High match with repeat offender Vikas Khan,73,POCSO,Ramanagara Sector 1,2026-01-05,Deploy Hoysala patrol unit to Ramanagara Traffic PS and monitor CCTV feeds.
AI02329,KSP/DIS004/2026/02329,Crime Against Women & Children Pattern Cluster #10,No prior criminal record detected,74,Domestic Violence,Chikkaballapura Sector 2,2026-02-06,Deploy Hoysala patrol unit to Chikkaballapura Town PS and monitor CCTV feeds.
AI02330,KSP/DIS005/2026/02330,Organized Crime & Extortion Pattern Cluster #11,No prior criminal record detected,75,Illegal Weapons,Kolar Sector 3,2026-03-07,Deploy Hoysala patrol unit to Kolar Central PS and monitor CCTV feeds.
AI02331,KSP/DIS006/2026/02331,Narcotics & Contraband Pattern Cluster #12,No prior criminal record detected,76,Drug Trafficking,Tumakuru Sector 4,2026-04-08,Deploy Hoysala patrol unit to Tumakuru Cyber Crime PS and monitor CCTV feeds.
AI02332,KSP/DIS007/2026/02332,Organized Crime & Extortion Pattern Cluster #13,High match with repeat offender Rohan Shetty,77,Human Trafficking,Shivamogga Sector 5,2026-05-09,Deploy Hoysala patrol unit to Shivamogga Traffic PS and monitor CCTV feeds.
AI02333,KSP/DIS008/2026/02333,Public Disturbance & Miscellaneous Pattern Cluster #14,No prior criminal record detected,78,Gambling,Chitradurga Sector 6,2026-06-10,Deploy Hoysala patrol unit to Chitradurga Town PS and monitor CCTV feeds.
AI02334,KSP/DIS009/2026/02334,Environmental & Forest Crime Pattern Cluster #15,No prior criminal record detected,79,Wildlife Crime,Davanagere Sector 7,2026-07-11,Deploy Hoysala patrol unit to Davanagere Central PS and monitor CCTV feeds.
AI02335,KSP/DIS010/2026/02335,Environmental & Forest Crime Pattern Cluster #16,No prior criminal record detected,80,Forest Crime,Mysuru Sector 8,2026-08-12,Deploy Hoysala patrol unit to Mysuru Cyber Crime PS and monitor CCTV feeds.
AI02336,KSP/DIS011/2026/02336,Terror & National Security Pattern Cluster #17,High match with repeat offender Santosh Naik,81,Terror Related Activity,Mandya Sector 1,2026-09-13,Deploy Hoysala patrol unit to Mandya Traffic PS and monitor CCTV feeds.
AI02337,KSP/DIS012/2026/02337,Economic & White Collar Offence Pattern Cluster #18,No prior criminal record detected,82,Corruption,Hassan Sector 2,2026-10-14,Deploy Hoysala patrol unit to Hassan Town PS and monitor CCTV feeds.
AI02338,KSP/DIS013/2026/02338,Economic & White Collar Offence Pattern Cluster #19,No prior criminal record detected,83,Economic Offence,Chamarajanagara Sector 3,2026-11-15,Deploy Hoysala patrol unit to Chamarajanagara Central PS and monitor CCTV feeds.
AI02339,KSP/DIS014/2026/02339,Economic & White Collar Offence Pattern Cluster #20,No prior criminal record detected,84,White Collar Crime,Kodagu Sector 4,2026-12-16,Deploy Hoysala patrol unit to Kodagu Cyber Crime PS and monitor CCTV feeds.
AI02340,KSP/DIS015/2026/02340,Organized Crime & Extortion Pattern Cluster #1,High match with repeat offender Manjunath Kumar,85,Smuggling,Dakshina Kannada (Mangaluru) Sector 5,2026-01-17,Deploy Hoysala patrol unit to Dakshina Kannada (Mangaluru) Traffic PS and monitor CCTV feeds.
AI02341,KSP/DIS016/2026/02341,Organized Crime & Extortion Pattern Cluster #2,No prior criminal record detected,86,Extortion,Udupi Sector 6,2026-02-18,Deploy Hoysala patrol unit to Udupi Town PS and monitor CCTV feeds.
AI02342,KSP/DIS017/2026/02342,Organized Crime & Extortion Pattern Cluster #3,No prior criminal record detected,87,Blackmail,Uttara Kannada (Karwar) Sector 7,2026-03-19,Deploy Hoysala patrol unit to Uttara Kannada (Karwar) Central PS and monitor CCTV feeds.
AI02343,KSP/DIS018/2026/02343,Economic & White Collar Offence Pattern Cluster #4,No prior criminal record detected,88,Counterfeit Currency,Belagavi Sector 8,2026-04-20,Deploy Hoysala patrol unit to Belagavi Cyber Crime PS and monitor CCTV feeds.
AI02344,KSP/DIS019/2026/02344,Economic & White Collar Offence Pattern Cluster #5,High match with repeat offender Praveen Verma,89,Fake Documents,Dharwad Sector 1,2026-05-21,Deploy Hoysala patrol unit to Dharwad Traffic PS and monitor CCTV feeds.
AI02345,KSP/DIS020/2026/02345,Traffic & Road Incident Pattern Cluster #6,No prior criminal record detected,90,Hit and Run,Hubballi City Sector 2,2026-06-22,Deploy Hoysala patrol unit to Hubballi City Town PS and monitor CCTV feeds.
AI02346,KSP/DIS021/2026/02346,Traffic & Road Incident Pattern Cluster #7,No prior criminal record detected,91,Road Accident,Gadag Sector 3,2026-07-23,Deploy Hoysala patrol unit to Gadag Central PS and monitor CCTV feeds.
AI02347,KSP/DIS022/2026/02347,Public Disturbance & Miscellaneous Pattern Cluster #8,No prior criminal record detected,92,Fire Incident,Haveri Sector 4,2026-08-24,Deploy Hoysala patrol unit to Haveri Cyber Crime PS and monitor CCTV feeds.
AI02348,KSP/DIS023/2026/02348,Public Disturbance & Miscellaneous Pattern Cluster #9,High match with repeat offender Vikas Kulkarni,93,Unknown Dead Body,Vijayapura Sector 5,2026-09-25,Deploy Hoysala patrol unit to Vijayapura Traffic PS and monitor CCTV feeds.
AI02349,KSP/DIS024/2026/02349,Public Disturbance & Miscellaneous Pattern Cluster #10,No prior criminal record detected,94,Suicide Investigation,Bagalkote Sector 6,2026-10-26,Deploy Hoysala patrol unit to Bagalkote Town PS and monitor CCTV feeds.
AI02350,KSP/DIS025/2026/02350,Public Disturbance & Miscellaneous Pattern Cluster #11,No prior criminal record detected,45,Property Disputes,Kalaburagi Sector 7,2026-11-27,Deploy Hoysala patrol unit to Kalaburagi Central PS and monitor CCTV feeds.
AI02351,KSP/DIS026/2026/02351,Public Disturbance & Miscellaneous Pattern Cluster #12,No prior criminal record detected,46,Public Disturbance,Bidar Sector 8,2026-12-28,Deploy Hoysala patrol unit to Bidar Cyber Crime PS and monitor CCTV feeds.
AI02352,KSP/DIS027/2026/02352,Narcotics & Contraband Pattern Cluster #13,High match with repeat offender Rohan Deshmukh,47,Synthetic Drugs (MDMA),Raichur Sector 1,2026-01-01,Deploy Hoysala patrol unit to Raichur Traffic PS and monitor CCTV feeds.
AI02353,KSP/DIS028/2026/02353,Violent Crime Pattern Cluster #14,No prior criminal record detected,48,Murder,Koppal Sector 2,2026-02-02,Deploy Hoysala patrol unit to Koppal Town PS and monitor CCTV feeds.
AI02354,KSP/DIS029/2026/02354,Violent Crime Pattern Cluster #15,No prior criminal record detected,49,Attempt to Murder,Yadgir Sector 3,2026-03-03,Deploy Hoysala patrol unit to Yadgir Central PS and monitor CCTV feeds.
AI02355,KSP/DIS030/2026/02355,Violent Crime Pattern Cluster #16,No prior criminal record detected,50,Assault & Grievous Hurt,Ballari Sector 4,2026-04-04,Deploy Hoysala patrol unit to Ballari Cyber Crime PS and monitor CCTV feeds.
AI02356,KSP/DIS031/2026/02356,Violent Crime Pattern Cluster #17,High match with repeat offender Santosh Gowda,51,Kidnapping,Vijayanagara (Hospete) Sector 5,2026-05-05,Deploy Hoysala patrol unit to Vijayanagara (Hospete) Traffic PS and monitor CCTV feeds.
AI02357,KSP/DIS001/2026/02357,Violent Crime Pattern Cluster #18,No prior criminal record detected,52,Missing Person,Bengaluru Urban Sector 6,2026-06-06,Deploy Hoysala patrol unit to Electronic City Police Station and monitor CCTV feeds.
AI02358,KSP/DIS002/2026/02358,Property Crime Pattern Cluster #19,No prior criminal record detected,53,Theft,Bengaluru Rural Sector 7,2026-07-07,Deploy Hoysala patrol unit to Bengaluru Rural Central PS and monitor CCTV feeds.
AI02359,KSP/DIS003/2026/02359,Vehicle Theft Pattern Cluster #20,No prior criminal record detected,54,Vehicle Theft,Ramanagara Sector 8,2026-08-08,Deploy Hoysala patrol unit to Ramanagara Cyber Crime PS and monitor CCTV feeds.
AI02360,KSP/DIS004/2026/02360,Property Crime Pattern Cluster #1,High match with repeat offender Manjunath Sharma,55,Burglary,Chikkaballapura Sector 1,2026-09-09,Deploy Hoysala patrol unit to Chikkaballapura Traffic PS and monitor CCTV feeds.
AI02361,KSP/DIS005/2026/02361,Property Crime Pattern Cluster #2,No prior criminal record detected,56,Robbery,Kolar Sector 2,2026-10-10,Deploy Hoysala patrol unit to Kolar Town PS and monitor CCTV feeds.
AI02362,KSP/DIS006/2026/02362,Property Crime Pattern Cluster #3,No prior criminal record detected,57,Chain Snatching,Tumakuru Sector 3,2026-11-11,Deploy Hoysala patrol unit to Tumakuru Central PS and monitor CCTV feeds.
AI02363,KSP/DIS007/2026/02363,Cyber Crime & Online Fraud Pattern Cluster #4,No prior criminal record detected,58,Cyber Crime,Shivamogga Sector 4,2026-12-12,Deploy Hoysala patrol unit to Shivamogga Cyber Crime PS and monitor CCTV feeds.
AI02364,KSP/DIS008/2026/02364,Cyber Crime & Online Fraud Pattern Cluster #5,High match with repeat offender Praveen Khan,59,UPI Fraud,Chitradurga Sector 5,2026-01-13,Deploy Hoysala patrol unit to Chitradurga Traffic PS and monitor CCTV feeds.
AI02365,KSP/DIS009/2026/02365,Cyber Crime & Online Fraud Pattern Cluster #6,No prior criminal record detected,60,Online Banking Fraud,Davanagere Sector 6,2026-02-14,Deploy Hoysala patrol unit to Davanagere Town PS and monitor CCTV feeds.
AI02366,KSP/DIS010/2026/02366,Cyber Crime & Online Fraud Pattern Cluster #7,No prior criminal record detected,61,Identity Theft,Mysuru Sector 7,2026-03-15,Deploy Hoysala patrol unit to Mysuru Central PS and monitor CCTV feeds.
AI02367,KSP/DIS011/2026/02367,Cyber Crime & Online Fraud Pattern Cluster #8,No prior criminal record detected,62,ATM Fraud,Mandya Sector 8,2026-04-16,Deploy Hoysala patrol unit to Mandya Cyber Crime PS and monitor CCTV feeds.
AI02368,KSP/DIS012/2026/02368,Crime Against Women & Children Pattern Cluster #9,High match with repeat offender Vikas Shetty,63,Rape,Hassan Sector 1,2026-05-17,Deploy Hoysala patrol unit to Hassan Traffic PS and monitor CCTV feeds.
AI02369,KSP/DIS013/2026/02369,Crime Against Women & Children Pattern Cluster #10,No prior criminal record detected,64,Sexual Assault,Chamarajanagara Sector 2,2026-06-18,Deploy Hoysala patrol unit to Chamarajanagara Town PS and monitor CCTV feeds.
AI02370,KSP/DIS014/2026/02370,Crime Against Women & Children Pattern Cluster #11,No prior criminal record detected,65,POCSO,Kodagu Sector 3,2026-07-19,Deploy Hoysala patrol unit to Kodagu Central PS and monitor CCTV feeds.
AI02371,KSP/DIS015/2026/02371,Crime Against Women & Children Pattern Cluster #12,No prior criminal record detected,66,Domestic Violence,Dakshina Kannada (Mangaluru) Sector 4,2026-08-20,Deploy Hoysala patrol unit to Dakshina Kannada (Mangaluru) Cyber Crime PS and monitor CCTV feeds.
AI02372,KSP/DIS016/2026/02372,Organized Crime & Extortion Pattern Cluster #13,High match with repeat offender Rohan Naik,67,Illegal Weapons,Udupi Sector 5,2026-09-21,Deploy Hoysala patrol unit to Udupi Traffic PS and monitor CCTV feeds.
AI02373,KSP/DIS017/2026/02373,Narcotics & Contraband Pattern Cluster #14,No prior criminal record detected,68,Drug Trafficking,Uttara Kannada (Karwar) Sector 6,2026-10-22,Deploy Hoysala patrol unit to Uttara Kannada (Karwar) Town PS and monitor CCTV feeds.
AI02374,KSP/DIS018/2026/02374,Organized Crime & Extortion Pattern Cluster #15,No prior criminal record detected,69,Human Trafficking,Belagavi Sector 7,2026-11-23,Deploy Hoysala patrol unit to Belagavi Central PS and monitor CCTV feeds.
AI02375,KSP/DIS019/2026/02375,Public Disturbance & Miscellaneous Pattern Cluster #16,No prior criminal record detected,70,Gambling,Dharwad Sector 8,2026-12-24,Deploy Hoysala patrol unit to Dharwad Cyber Crime PS and monitor CCTV feeds.
AI02376,KSP/DIS020/2026/02376,Environmental & Forest Crime Pattern Cluster #17,High match with repeat offender Santosh Kumar,71,Wildlife Crime,Hubballi City Sector 1,2026-01-25,Deploy Hoysala patrol unit to Hubballi City Traffic PS and monitor CCTV feeds.
AI02377,KSP/DIS021/2026/02377,Environmental & Forest Crime Pattern Cluster #18,No prior criminal record detected,72,Forest Crime,Gadag Sector 2,2026-02-26,Deploy Hoysala patrol unit to Gadag Town PS and monitor CCTV feeds.
AI02378,KSP/DIS022/2026/02378,Terror & National Security Pattern Cluster #19,No prior criminal record detected,73,Terror Related Activity,Haveri Sector 3,2026-03-27,Deploy Hoysala patrol unit to Haveri Central PS and monitor CCTV feeds.
AI02379,KSP/DIS023/2026/02379,Economic & White Collar Offence Pattern Cluster #20,No prior criminal record detected,74,Corruption,Vijayapura Sector 4,2026-04-28,Deploy Hoysala patrol unit to Vijayapura Cyber Crime PS and monitor CCTV feeds.
